Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
skills for remote jobs,9,9,110,29,0.55,https://www.wishup.co/blog/10-essential-remote-work-skills-for-remote-workers/,0,0,0.00,0.08,298000000,"[42,52,66,66,42,42,42,66,52,66,66,52]",2025-01-02,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
sara wiles reviews,10,10,30,24,5.03,https://www.wishup.co/blog/top-virtual-assistant-course/,0,0,0.00,0.18,141000,"[0,0,0,100,18,18,18,27,18,18,18,45]",2024-12-16,"Image pack, Reviews, Video, Featured snippet, Image, Related searches","commercial, informational",Organic
virtual property manager,11,11,90,3,7.29,https://www.wishup.co/blog/property-management-virtual-assistant/,0,0,0.00,0.46,136000000,"[41,82,41,29,41,64,100,23,64,41,52,64]",2024-12-20,"Reviews, Video, Ads top, Ads bottom, People also ask, Related searches",commercial,Organic
custom pivot table calculation,19,19,50,30,0.00,https://www.wishup.co/tool/excel,0,0,0.00,0,837000,"[71,71,100,71,100,71,71,71,57,100,71,71]",2024-12-30,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
virtual assistant social media packages,11,11,40,10,10.13,https://www.wishup.co/service/social-media-management,0,0,0.00,0.2,226000000,"[41,23,23,11,11,23,23,17,17,11,23,23]",2024-12-31,"Image pack, Reviews, Video, People also ask, Related searches","commercial, informational",Organic
companies that offer affiliate programs,14,14,50,44,1.99,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.36,171000000,"[23,23,42,19,33,23,9,9,9,9,23,33]",2024-12-21,"Reviews, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
delete board trello,20,20,30,23,0.00,https://www.wishup.co/blog/how-to-delete-a-card-in-trello/,0,0,0.00,0,96,"[0,1,4,0,0,2,4,3,7,0,5,10]",2024-12-19,"Video, Featured snippet, People also ask, Related searches",informational,Organic
virtual legal assistant services,15,15,140,17,13.94,https://www.wishup.co/blog/virtual-legal-assistant/,0,0,0.00,0.1,117000000,"[52,52,23,66,52,66,52,52,80,100,66,66]",2025-01-03,"Image pack, Reviews, Ads top, Video Carousel, People also ask, Related searches",informational,Organic
display holidays in google calendar,3,3,70,24,0.00,https://www.wishup.co/blog/how-to-add-holidays-to-google-calendar/,0,0,0.00,0.01,15300000,"[81,45,63,45,63,45,81,45,45,63,45,45]",2024-12-19,"Image pack, Reviews, Featured snippet, Related searches, Discussions and forums",informational,Organic
how to remove a calendar from google calendar,18,18,110,39,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,679000000,"[42,33,66,52,42,42,42,33,42,80,100,66]",2024-12-13,"Reviews, People also ask, Related searches, AI overview",informational,Organic
va apps and tools,17,17,70,55,0.00,https://www.wishup.co/blog/twenty-five-software-tools-for-virtual-assistants-to-increase-their-productivity/,0,0,0.00,0.62,78500000,"[5,5,5,5,5,5,5,23,5,28,100,23]",2024-12-24,"Sitelinks, Reviews, Video, Related searches, Discussions and forums","navigational, transactional",Organic
how to add new company to quickbooks online,5,5,30,29,14.33,https://www.wishup.co/blog/how-to-add-a-company-in-quickbooks-online/,0,0,0.00,0.12,8720000,"[40,80,80,80,60,80,60,80,60,40,60,60]",2024-12-16,"Sitelinks, Reviews, Video, Ads top, People also ask, Related searches",informational,Organic
entrepreneur virtual assistant business,19,19,480,38,0.00,https://www.wishup.co/service/virtual-assistant,0,0,0.00,0,33900000,"[100,0,0,0]",2024-12-31,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
hire online personal assistant,20,20,30,40,10.38,https://www.wishup.co/personal-assistant,0,0,0.00,0.71,67000000,"[18,18,18,18,18,18,18,100,100,18,18,18]",2025-01-05,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
real estate administrative assistant job description,7,7,70,15,3.00,https://www.wishup.co/blog/real-estate-assistant-job-description-samples/,0,0,0.00,0.06,29900000,"[41,29,52,29,41,41,29,29,29,29,29,29]",2024-12-22,"Image pack, Sitelinks, Reviews, People also ask, Related searches, AI overview",commercial,Organic
ea job meaning,11,11,90,37,0.00,https://www.wishup.co/blog/executive-assistant-job-description/,0,0,0.00,0,68900000,"[64,50,64,50,50,64,64,50,64,100,64,78]",2024-12-30,"Image pack, Reviews, Featured snippet, People also ask, Related searches","commercial, informational",Organic
how to delete list trello,13,13,70,23,0.00,https://www.wishup.co/blog/how-to-delete-a-card-in-trello/,0,0,0.00,0,289000,"[2,2,2,2,2,2,100,2,2,2,2,2]",2024-12-31,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
best affiliate programme,11,11,90,53,1.95,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.48,636000000,"[0,0,12,9,6,53,65,21,28,9,100,28]",2024-12-20,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
first mover business,15,15,40,44,8.07,https://www.wishup.co/blog/first-mover-advantage-in-business/,0,0,0.00,0.14,27100000,"[18,18,18,100,81,81,0,0,0,0,0,81]",2024-12-15,"Knowledge panel, Sitelinks, Featured snippet, Image, People also ask, Related searches, Things to know, AI overview",informational,Organic
biggest remote,11,11,50,36,0.00,https://www.wishup.co/blog/6-highly-successful-companies-that-made-it-big-with-remote-work/,0,0,0.00,0.98,1130000000,"[55,22,22,22,22,100,77,77,77,55,100,55]",2025-01-06,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
small business and retail,9,9,90,25,4.48,https://www.wishup.co/blog/top-5-retail-strategies-for-small-to-medium-businesses/,0,0,0.00,0.11,1020000000,"[64,100,78,50,50,35,50,35,78,64,35,50]",2024-12-27,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
outsourced cfo companies,15,15,90,34,22.82,https://www.wishup.co/blog/outsourced-cfo-services/,0,0,0.00,0.27,1760000,"[1,6,6,5,5,4,5,5,5,6,6,6]",2024-12-26,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
remote workstations,14,14,30,22,7.06,https://www.wishup.co/blog/setting-up-secure-remote-workstations/,0,0,0.00,0.22,20100000,"[50,75,75,50,75,75,50,100,75,50,100,100]",2025-01-05,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",commercial,Organic
bookkeeping charges,19,19,140,26,4.43,https://www.wishup.co/blog/hourly-bookkeeping-rates/,0,0,0.00,0.36,5210000,"[82,82,82,82,5,100,64,82,64,82,82,64]",2024-12-17,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches",informational,Organic
when to record expenses,18,18,40,45,0.00,https://www.wishup.co/blog/recording-expense-in-bookkeeping/,0,0,0.00,0,254000000,"[18,18,18,100,18,18,18,18,18,18,100,18]",2024-12-31,"Image pack, Sitelinks, Reviews, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
what is hubsport,19,19,70,35,3.02,https://www.wishup.co/blog/what-is-hubspot-crm/,0,0,0.00,0.12,81800000,"[2,0,0,1,0,1,0,0,1,100,1,1]",2024-12-28,"Knowledge panel, Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",navigational,Organic
top 10 market research companies,18,18,140,33,7.70,https://www.wishup.co/blog/top-market-research-companies/,0,0,0.00,0.44,1240000000,"[52,52,52,66,66,66,52,52,66,66,80,80]",2024-12-15,"Reviews, Video Carousel, People also ask, Related searches, Datasets, Discussions and forums",commercial,Organic
business and social impact,8,8,70,35,2.47,https://www.wishup.co/blog/business-and-social-impact/,0,0,0.00,0.07,2200000000,"[81,63,63,36,18,81,63,63,63,81,36,63]",2024-12-31,"Sitelinks, People also ask, Related searches",informational,Organic
us based virtual assistant,20,20,140,55,30.36,https://www.wishup.co/usa-virtual-assistants,0,0,0.00,0.77,596000000,"[11,18,23,23,23,15,23,23,18,23,23,35]",2024-12-21,"Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
add holidays google calendar,3,3,90,22,0.00,https://www.wishup.co/blog/how-to-add-holidays-to-google-calendar/,0,0,0.00,0.01,41500000,"[53,53,11,11,34,19,42,26,42,19,3,100]",2025-01-06,"Reviews, People also ask, Related searches",informational,Organic
quickbooks online business,19,19,170,78,26.65,https://www.wishup.co/blog/how-to-add-a-company-in-quickbooks-online/,0,0,0.00,0.44,21100000,"[100,100,80,80,80,65,80,42,65,26,34,100]",2024-12-20,"Sitelinks, Reviews, Video Carousel, People also ask, Related searches",navigational,Organic
outsourced cfo service,16,16,70,21,17.65,https://www.wishup.co/blog/outsourced-cfo-services/,0,0,0.00,0.18,1140000,"[34,42,34,42,11,11,19,15,15,15,26,26]",2024-12-31,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
values and beliefs in india,16,16,50,44,0.00,https://www.wishup.co/blog/indian-work-culture/,0,0,0.00,0.01,53900000,"[55,77,77,100,77,55,55,77,55,55,55,55]",2025-01-04,"Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
virtual bookkeeping assistant,5,5,40,12,15.82,https://www.wishup.co/blog/best-virtual-bookkeeping-assistant-services/,0,0,0.00,0.3,4760000,"[19,23,4,4,0,23,100,19,4,4,0,0]",2024-12-25,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",commercial,Organic
virtual bookkeeping assistant,16,16,40,12,15.82,https://www.wishup.co/blog/14-bookkeeping-tasks-a-virtual-assistant-can-do-for-entrepreneurs/,0,0,0.00,0.3,4760000,"[19,23,4,4,0,23,100,19,4,4,0,0]",2024-12-25,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",commercial,Organic
how to deal with customer complaints,11,11,110,45,2.33,https://www.wishup.co/blog/how-to-handle-customer-complaints/,0,0,0.00,0.09,243000000,"[42,42,42,33,42,33,52,33,33,80,42,100]",2025-01-04,"Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to businessman,8,8,50,47,4.71,https://www.wishup.co/blog/how-to-be-a-successful-business-owner/,0,0,0.00,0.32,9600000000,"[0,0,14,2,0,0,0,0,100,0,0,0]",2024-12-29,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",informational,Organic
virtual dental assistant,8,8,50,6,14.79,https://www.wishup.co/blog/dental-virtual-assistant-responsibilities-and-benefits/,0,0,0.00,0.74,23100000,"[55,44,100,44,100,44,77,55,55,77,77,55]",2024-12-26,"Knowledge panel, Image pack, Reviews, People also ask, Related searches",informational,Organic
give someone access to an account in quickbooks online,19,0,1900,39,0.00,https://www.wishup.co/blog/quickbooks-user-permissions/,0,0,0.00,0,11100000,[100],2025-01-07,"Sitelinks, Reviews, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
earn money online affiliate programs,20,20,90,64,2.03,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.34,209000000,"[42,100,52,52,52,0,42,23,23,23,23,23]",2025-01-03,"Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
hourly rate bookkeeping,10,10,30,24,3.85,https://www.wishup.co/blog/hourly-bookkeeping-rates/,0,0,0.00,0.21,4290000,"[0,0,0,0,0,0,0,0,100,0,81,100]",2024-12-16,"Image pack, Sitelinks, Reviews, Video Carousel, People also ask, Related searches","informational, transactional",Organic
how much did michael scott make,13,13,170,13,0.00,https://www.wishup.co/blog/management-lessons-we-can-learn-from-the-offices-michael-scott/,0,0,0.00,0,461000000,"[53,53,43,81,43,53,43,43,34,43,53,43]",2024-12-24,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
how do i add a reminder in google calendar,17,17,140,26,0.00,https://www.wishup.co/service/calendar-management,0,0,0.00,0,61300000,"[65,53,65,53,43,15,43,6,43,53,34,34]",2024-12-12,"Sitelinks, Reviews, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
pivot table formula in excel,16,16,70,43,0.34,https://www.wishup.co/tool/excel,0,0,0.00,0.01,45300000,"[15,11,15,0,0,19,15,15,100,34,34,34]",2024-12-31,"Image pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
hire a business manager,10,10,110,19,8.04,https://www.wishup.co/blog/how-to-hire-an-online-business-manager/,0,0,0.00,0.23,373000000,"[42,33,33,42,42,42,42,33,42,42,80,100]",2024-12-25,"Image pack, Reviews, People also ask, Related searches",commercial,Organic
how to delete all events from google calendar,19,19,90,26,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,152000000,"[29,41,52,41,41,29,41,41,64,100,52,52]",2024-12-19,"Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
what is insourcing,20,20,170,13,0.00,https://www.wishup.co/blog/outsourcing-vs-insourcing/,0,0,0.00,0,1370000,"[43,35,53,53,43,53,35,35,28,43,53,82]",2024-12-21,"Image pack, Video, People also ask, Related searches",informational,Organic
affiliate commision,16,16,30,71,2.61,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.14,416000000,"[14,0,4,9,0,19,52,19,19,14,19,23]",2025-01-04,"Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
gift for assistant,11,11,50,9,0.73,https://www.wishup.co/blog/5-christmas-gifts-every-virtual-assistant-secretly-wants/,0,0,0.00,1,503000000,"[28,100,2,5,0,5,0,5,7,5,0,7]",2024-12-16,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
retail business strategy,14,14,30,29,8.21,https://www.wishup.co/blog/top-5-retail-strategies-for-small-to-medium-businesses/,0,0,0.00,0.19,560000000,"[18,18,27,18,18,18,27,18,36,18,18,45]",2024-12-16,"Reviews, Featured snippet, People also ask, Related searches, Discussions and forums",informational,Organic
top 10 affiliate programs 2024,8,8,30,44,2.01,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.61,513000000,"[0,0,100,27,18,18,18,18,18,18,18,18]",2024-12-16,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums",commercial,Organic
how to add us holidays to google calendar,3,3,40,29,0.00,https://www.wishup.co/blog/how-to-add-holidays-to-google-calendar/,0,0,0.00,0,115000000,"[11,11,11,11,11,11,52,11,11,100,11,11]",2024-12-13,"Reviews, Video, Featured snippet, People also ask, Related searches, AI overview",informational,Organic
how to add a reminder to google calendar,13,13,110,30,0.00,https://www.wishup.co/service/calendar-management,0,0,0.00,0,70400000,"[78,50,50,64,64,64,50,78,78,64,100,100]",2024-12-19,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
good canva templates for presentation,20,20,30,66,0.00,https://www.wishup.co/blog/canva-for-presentations/,0,0,0.00,0.07,12100000,"[100,36,18,36,18,18,18,0,18,18,18,18]",2024-12-23,"Sitelinks, Reviews, Video, Image, People also ask, Related searches, Discussions and forums",navigational,Organic
how to clear google calendar data,7,7,720,30,0.00,https://www.wishup.co/blog/how-to-cancel-a-google-calendar-event/,0,0,0.00,0,345000000,"[100,0,0]",2024-12-27,"Sitelinks, Reviews, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
dental healthcare virtual assistant,5,5,30,8,0.00,https://www.wishup.co/blog/dental-virtual-assistant-responsibilities-and-benefits/,0,0,0.00,0.13,7810000,"[11,11,11,11,11,11,11,11,11,11,100,11]",2024-12-31,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
wealth affiliate program,20,20,110,49,1.70,https://www.wishup.co/blog/best-affiliate-marketing-programs/,0,0,0.00,0.35,59600000,"[66,43,54,29,14,14,10,8,10,6,18,10]",2024-12-28,"Sitelinks, Reviews, Video, People also ask, Related searches","commercial, informational",Organic
executive personal assistant job description,18,18,90,33,1.67,https://www.wishup.co/blog/personal-assistant-vs-executive-assistant/,0,0,0.00,0.15,306000000,"[34,26,34,26,34,34,34,34,34,34,26,26]",2024-12-23,"Image pack, Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
virtual assistant telephone answering service,16,16,40,50,37.72,https://www.wishup.co/service/phone-answering,0,0,0.00,0.33,45200000,"[42,7,7,7,34,7,7,7,7,11,15,42]",2024-12-23,"Sitelinks, Reviews, Video, Ads bottom, People also ask, Related searches",informational,Organic
what virtual assistant do,5,5,30,62,1.94,https://www.wishup.co/blog/what-does-a-virtual-assistant-do/,0,0,0.00,0.22,613000000,"[5,0,0,82,41,5,52,17,5,5,0,0]",2024-12-28,"Sitelinks, Reviews, People also ask, Related searches, AI overview",informational,Organic
fractional accounting services,9,9,110,20,23.42,https://www.wishup.co/blog/what-is-fractional-accounting/,0,0,0.00,0.66,11700000,"[42,42,42,42,33,33,33,33,52,80,66,80]",2024-12-28,"Local pack, Image pack, Sitelinks, Reviews, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
